name;state_name;country_name;latitude;longitude
Columbus;Texas;United States;29.70662;-96.53969
Columbus;Wisconsin;United States;43.33805;-89.01539
Nanjing;Taiwan;China;32.06167;118.77778
Seattle;Washington;United States;47.60621;-122.33207
Menlo Park;California;United States;37.45383;-122.18219
Chongqing;Chongqing;China;29.56278;106.55278
Toronto;Ontario;Canada;43.70011;-79.4163
Baoding;Hebei;China;38.85111;115.49028
Berkeley;California;United States;37.87159;-122.27275
Berkeley;Illinois;United States;41.88892;-87.9034
Berkeley;Missouri;United States;38.7545;-90.33123
Kaohsiung;Kaohsiung;Taiwan;22.61626;120.31333
Dera Ismail Khan;Khyber Pakhtunkhwa;Pakistan;31.83129;70.9017
Budapest;Budapest;Hungary;47.49835;19.04045
Nanning;Guangxi Zhuang;China;22.81667;108.31667
Nanjing;Taiwan;China;32.06167;118.77778
Nanjing;Taiwan;China;32.06167;118.77778
Monterrey;Chiapas;Mexico;16.06191;-93.36928
Monterrey;Nuevo León;Mexico;25.67507;-100.31847
Johannesburg;Gauteng;South Africa;-26.20227;28.04363
Guangzhou;Guangdong;China;23.11667;113.25
Shanghai;Shanghai;China;31.22222;121.45806
Jerusalem;Jerusalem District;Israel;31.76904;35.21633
Toronto;Ontario;Canada;43.70011;-79.4163
Almaty;Almaty;Kazakhstan;43.25667;76.92861
New Cairo;Cairo;Egypt;30.03;31.47
Dayton;Indiana;United States;40.3742;-86.7689
Dayton;Kentucky;United States;39.11284;-84.47272
Dayton;Maine;United States;43.54972;-70.57555
Dayton;Minnesota;United States;45.24385;-93.51496
Dayton;Nevada;United States;39.23714;-119.59295
Dayton;New Jersey;United States;40.37261;-74.51015
Dayton;Ohio;United States;39.75895;-84.19161
Dayton;Oregon;United States;45.22067;-123.07621
Dayton;Tennessee;United States;35.49396;-85.01245
Dayton;Texas;United States;30.04661;-94.8852
Dayton;Virginia;United States;38.41485;-78.93864
Dayton;Washington;United States;46.32375;-117.97244
Wuzhou;Guangxi Zhuang;China;23.48333;111.31667
Accra;Greater Accra;Ghana;5.55602;-0.1969
Jendouba;Jendouba Governorate;Tunisia;36.48519;8.82325
Sakakah;Al Jawf;Saudi Arabia;29.96974;40.20641
Cork;Munster;Ireland;51.89797;-8.47061
Berkeley;California;United States;37.87159;-122.27275
Berkeley;Illinois;United States;41.88892;-87.9034
Berkeley;Missouri;United States;38.7545;-90.33123
Brisbane;Queensland;Australia;-27.46794;153.02809
San Francisco;California;United States;37.77493;-122.41942
Nanjing;Taiwan;China;32.06167;118.77778
Bethesda;Maryland;United States;38.98067;-77.10026
Bethesda;Ohio;United States;40.01618;-81.0726
Sohag;Sohag;Egypt;26.55695;31.69478
Hefei;Anhui;China;31.86389;117.28083
Irvine;California;United States;33.66946;-117.82311
Irvine;Kentucky;United States;37.70064;-83.97381
Daejeon;Daejeon;South Korea;36.34913;127.38493
Seoul;Seoul;South Korea;37.566;126.9784
London;England;United Kingdom;51.50853;-0.12574
College Park;Georgia;United States;33.65344;-84.44937
College Park;Maryland;United States;38.98067;-76.93692
Urbana;Illinois;United States;40.11059;-88.20727
Urbana;Iowa;United States;42.22416;-91.87434
Urbana;Maryland;United States;39.32594;-77.35137
Urbana;Ohio;United States;40.10839;-83.75243
Salt Lake City;Utah;United States;40.76078;-111.89105
Amsterdam;North Holland;Netherlands;52.37403;4.88969
Riyadh;Riyadh;Saudi Arabia;24.68773;46.72185
University Park;Florida;United States;25.74649;-80.36755
University Park;Illinois;United States;41.44298;-87.6836
University Park;Maryland;United States;38.97039;-76.94192
University Park;New Mexico;United States;32.28343;-106.75334
University Park;Texas;United States;32.85013;-96.80028
Qingdao;Shandong;China;36.06488;120.38042
Dresden;Saxony;Germany;51.05089;13.73832
Changsha;Guizhou;China;28.68778;105.98972
Changsha;Hunan;China;28.19874;112.97087
Taizhou;Taiwan;China;32.49069;119.90812
Taizhou;Zhejiang;China;28.66266;121.43312
Madrid;Madrid;Spain;40.4165;-3.70256
Irvine;California;United States;33.66946;-117.82311
Irvine;Kentucky;United States;37.70064;-83.97381
Winnipeg;Manitoba;Canada;49.8844;-97.14704
Hanover;Indiana;United States;38.71423;-85.47357
Hanover;Maryland;United States;39.19289;-76.72414
Hanover;Massachusetts;United States;42.11316;-70.81199
Hanover;Minnesota;United States;45.1558;-93.66635
Hanover;New Hampshire;United States;43.70229;-72.28954
Hanover;New Jersey;United States;40.80454;-74.36682
Hanover;Ohio;United States;40.07979;-82.26098
Hanover;Pennsylvania;United States;39.80066;-76.98304
Hanover;Virginia;United States;37.76653;-77.37026
Cambridge;Illinois;United States;41.30365;-90.1929
Cambridge;Maryland;United States;38.56317;-76.07883
Cambridge;Massachusetts;United States;42.3751;-71.10561
Cambridge;Minnesota;United States;45.57274;-93.22439
Cambridge;Nebraska;United States;40.28195;-100.16569
Cambridge;New York;United States;43.02813;-73.38122
Cambridge;Ohio;United States;40.03118;-81.58846
Cambridge;Wisconsin;United States;43.00361;-89.0165
Austin;Arkansas;United States;34.99842;-91.98376
Austin;Indiana;United States;38.75839;-85.80803
Austin;Minnesota;United States;43.66663;-92.97464
Austin;Texas;United States;30.26715;-97.74306
Kingsbridge;England;United Kingdom;50.28451;-3.77638
Melbourne;Victoria;Australia;-37.814;144.96332
Durham;California;United States;39.64627;-121.79998
Durham;Connecticut;United States;41.48176;-72.68121
Durham;New Hampshire;United States;43.13397;-70.92645
Durham;New York;United States;42.39953;-74.17236
Durham;North Carolina;United States;35.99403;-78.89862
Durham;Oregon;United States;45.40206;-122.75287
Kaunas;Kaunas City Municipality;Lithuania;54.90272;23.90961
Sale;Kénitra;Morocco;34.0531;-6.79846
Leuven;Flanders;Belgium;50.87959;4.70093
Shenzhen;Guangdong;China;22.55653;113.9859
Loughborough;England;United Kingdom;52.76667;-1.2
Austin;Arkansas;United States;34.99842;-91.98376
Austin;Indiana;United States;38.75839;-85.80803
Austin;Minnesota;United States;43.66663;-92.97464
Austin;Texas;United States;30.26715;-97.74306
Palma;Balearic Islands;Spain;39.56939;2.65024
Kansas City;Kansas;United States;39.11417;-94.62746
Kansas City;Missouri;United States;39.09973;-94.57857
Chachapoyas;Amazonas;Peru;-6.23169;-77.86903
University Park;Florida;United States;25.74649;-80.36755
University Park;Illinois;United States;41.44298;-87.6836
University Park;Maryland;United States;38.97039;-76.94192
University Park;New Mexico;United States;32.28343;-106.75334
University Park;Texas;United States;32.85013;-96.80028
Madison;Alabama;United States;34.69926;-86.74833
Madison;Connecticut;United States;41.27954;-72.59843
Madison;Florida;United States;30.46938;-83.41293
Madison;Georgia;United States;33.59568;-83.46794
Madison;Illinois;United States;38.68255;-90.15705
Madison;Indiana;United States;38.73589;-85.37996
Madison;Maine;United States;44.79756;-69.87978
Madison;Minnesota;United States;45.00968;-96.19588
Madison;Mississippi;United States;32.46181;-90.11536
Madison;Nebraska;United States;41.82834;-97.45505
Madison;New Hampshire;United States;43.89924;-71.1484
Madison;New Jersey;United States;40.75982;-74.4171
Madison;North Carolina;United States;36.38542;-79.95949
Madison;Ohio;United States;41.77116;-81.04982
Madison;South Dakota;United States;44.00608;-97.11395
Madison;Virginia;United States;38.38041;-78.2575
Madison;West Virginia;United States;38.06705;-81.81929
Madison;Wisconsin;United States;43.07305;-89.40123
Tokyo;Tokyo;Japan;35.6895;139.69171
Pisa;Tuscany;Italy;43.70853;10.4036
Malibu;California;United States;34.02577;-118.7804
Hawthorn;South Australia;Australia;-34.97384;138.60738
Hawthorn;Victoria;Australia;-37.81992;145.0358
Chandigarh;Chandigarh;India;30.73629;76.7884
Montpellier;Occitanie;France;43.61092;3.87723
Pokhara;Western Region;Nepal;28.26689;83.96851
Albuquerque;New Mexico;United States;35.08449;-106.65114
Beijing;Beijing;China;39.9075;116.39723
Islamabad;Islamabad Capital Territory;Pakistan;33.72148;73.04329
Shenzhen;Guangdong;China;22.55653;113.9859
Shenyang;Liaoning;China;41.79222;123.43278
Abha;'Asir;Saudi Arabia;18.21639;42.50528
Abha;Makkah;Saudi Arabia;18.21666667;42.5
Ankara;Ankara;Turkey;39.91987;32.85427
Baku;Baku;Azerbaijan;40.37767;49.89201
Southampton;England;United Kingdom;50.91667;-1.38333
Aalborg;North Denmark Region;Denmark;57.048;9.9187
Seoul;Seoul;South Korea;37.566;126.9784
Raleigh;Mississippi;United States;32.03349;-89.52229
Raleigh;North Carolina;United States;35.7721;-78.63861
Rawalpindi;Punjab;Pakistan;33.59733;73.0479
Salem;Tamil Nadu;India;11.69;78.29
Tianjin;Tianjin;China;39.14666667;117.20555556
Athens;Alabama;United States;34.80243;-86.97219
Athens;Georgia;United States;33.96095;-83.37794
Athens;Illinois;United States;39.96088;-89.72399
Athens;Michigan;United States;42.08866;-85.23471
Athens;New York;United States;42.26036;-73.80957
Athens;Ohio;United States;39.32924;-82.10126
Athens;Pennsylvania;United States;41.9573;-76.518
Athens;Tennessee;United States;35.44285;-84.59299
Athens;Texas;United States;32.20487;-95.85552
Athens;Wisconsin;United States;45.03302;-90.07402
Stockholm;Stockholm County;Sweden;59.33258;18.0649
Toronto;Ontario;Canada;43.70011;-79.4163
Toronto;Ontario;Canada;43.70011;-79.4163
Boston;Georgia;United States;30.79186;-83.78989
Boston;Massachusetts;United States;42.35843;-71.05977
Boston;New York;United States;42.62895;-78.73753
Barcelona;Catalonia;Spain;41.38879;2.15899
Buffalo;Iowa;United States;41.45642;-90.72347
Buffalo;Minnesota;United States;45.17191;-93.87469
Buffalo;Missouri;United States;37.64393;-93.09241
Buffalo;New York;United States;42.88645;-78.87837
Buffalo;Oklahoma;United States;36.83559;-99.6304
Buffalo;South Carolina;United States;34.72569;-81.68343
Buffalo;South Dakota;United States;45.58416;-103.54603
Buffalo;Texas;United States;31.46379;-96.05802
Buffalo;West Virginia;United States;38.61759;-81.9818
Buffalo;Wyoming;United States;44.34831;-106.69894
Shanghai;Shanghai;China;31.22222;121.45806
Shenyang;Liaoning;China;41.79222;123.43278
Tempe;Arizona;United States;33.41477;-111.90931
Jinan;Shandong;China;36.66833;116.99722
Nanjing;Taiwan;China;32.06167;118.77778
Linyi;Shandong;China;35.06306;118.34278
Palaiseau;Île-de-France;France;48.71828;2.2498
Corvallis;Oregon;United States;44.56457;-123.26204
Providence;Kentucky;United States;38.57451;-85.22107
Providence;Rhode Island;United States;41.82399;-71.41283
Providence;Texas;United States;33.2334;-96.96158
Providence;Utah;United States;41.70632;-111.81717
Chiniot;Punjab;Pakistan;31.72091;72.97836
Bandung;Jawa Barat;Indonesia;-6.92222;107.60694
Montpellier;Occitanie;France;43.61092;3.87723
Shenzhen;Guangdong;China;22.55653;113.9859
Palermo;Sicily;Italy;37.81667;13.58333
Beijing;Beijing;China;39.9075;116.39723
Belgrade;Central Banat District;Serbia;44.80401;20.46513
Jeddah;Al Bahah;Saudi Arabia;21.54277778;39.17277778
Jeddah;Makkah;Saudi Arabia;21.54238;39.19797
Melbourne;Victoria;Australia;-37.814;144.96332
Bologna;Emilia-Romagna;Italy;44.46667;11.43333
Mashhad;Razavi Khorasan Province;Iran;36.31559;59.56796
Shanghai;Shanghai;China;31.22222;121.45806
Sydney;New South Wales;Australia;-33.86785;151.20732
Lund;Skåne County;Sweden;55.70584;13.19321
Lahore;Punjab;Pakistan;31.558;74.35071
San Jose;California;United States;37.33939;-121.89496
Arusha;Arusha;Tanzania;-3.36667;36.68333
Augsburg;Bavaria;Germany;48.37154;10.89851
Sydney;New South Wales;Australia;-33.86785;151.20732
Beijing;Beijing;China;39.9075;116.39723
London;England;United Kingdom;51.50853;-0.12574
Shenzhen;Guangdong;China;22.55653;113.9859
Trento;Trentino-South Tyrol;Italy;46.06787;11.12108
London;England;United Kingdom;51.50853;-0.12574
Shanghai;Shanghai;China;31.22222;121.45806
Trento;Trentino-South Tyrol;Italy;46.06787;11.12108
Brisbane;Queensland;Australia;-27.46794;153.02809
Nanjing;Taiwan;China;32.06167;118.77778
Redmond;Oregon;United States;44.27262;-121.17392
Redmond;Washington;United States;47.67399;-122.12151
Lund;Skåne County;Sweden;55.70584;13.19321
Hangzhou;Zhejiang;China;30.29365;120.16142
Tianjin;Tianjin;China;39.14666667;117.20555556
Bristol;England;United Kingdom;51.45523;-2.59665
Long Beach;California;United States;33.76696;-118.18923
Long Beach;Indiana;United States;41.73893;-86.85697
Long Beach;Maryland;United States;38.46096;-76.46884
Long Beach;Mississippi;United States;30.35048;-89.15282
Long Beach;New York;United States;40.58844;-73.65791
Long Beach;North Carolina;United States;33.91045;-78.11777
Long Beach;Washington;United States;46.35232;-124.05432
Rennes;Bretagne;France;48.11198;-1.67429
Durham;England;United Kingdom;54.77676;-1.57566
Beijing;Beijing;China;39.9075;116.39723
Huixquilucan;México;Mexico;19.35985;-99.35016
Helsinki;Uusimaa;Finland;60.16952;24.93545
Seoul;Seoul;South Korea;37.566;126.9784
Brussels;Brussels-Capital Region;Belgium;50.85045;4.34878
Beijing;Beijing;China;39.9075;116.39723
Exeter;England;United Kingdom;50.7236;-3.52751
Beijing;Beijing;China;39.9075;116.39723
Seoul;Seoul;South Korea;37.566;126.9784
Darmstadt;Hesse;Germany;49.87167;8.65027
Beijing;Beijing;China;39.9075;116.39723
Knoxville;Georgia;United States;32.72431;-83.99769
Knoxville;Illinois;United States;40.90837;-90.28485
Knoxville;Iowa;United States;41.32083;-93.10937
Knoxville;Tennessee;United States;35.96064;-83.92074
Raleigh;Mississippi;United States;32.03349;-89.52229
Raleigh;North Carolina;United States;35.7721;-78.63861
Taipei;Taipei;Taiwan;25.04776;121.53185
Atlanta;Georgia;United States;33.749;-84.38798
Atlanta;Illinois;United States;40.25948;-89.23342
Atlanta;Michigan;United States;45.00473;-84.14389
Atlanta;Texas;United States;33.11374;-94.16435
Stanford;California;United States;37.42411;-122.16608
Stanford;Kentucky;United States;37.53119;-84.66189
Stanford;Montana;United States;47.15358;-110.21826
Chicago;Illinois;United States;41.85003;-87.65005
Belo Horizonte;Minas Gerais;Brazil;-19.92083;-43.93778
Tokyo;Tokyo;Japan;35.6895;139.69171
Hangzhou;Zhejiang;China;30.29365;120.16142
Wuhan;Hubei;China;30.58333;114.26667
Villeurbanne;Auvergne-Rhône-Alpes;France;45.76601;4.8795
Utrecht;Utrecht;Netherlands;52.09083;5.12222
Hangzhou;Zhejiang;China;30.29365;120.16142
Lund;Skåne County;Sweden;55.70584;13.19321
Princeton;Florida;United States;25.53844;-80.40894
Princeton;Illinois;United States;41.36809;-89.46481
Princeton;Indiana;United States;38.35532;-87.56752
Princeton;Kentucky;United States;37.10922;-87.88196
Princeton;Massachusetts;United States;42.4487;-71.8773
Princeton;Minnesota;United States;45.56997;-93.58163
Princeton;Missouri;United States;40.40084;-93.5805
Princeton;New Jersey;United States;40.34872;-74.65905
Princeton;North Carolina;United States;35.46599;-78.16055
Princeton;Texas;United States;33.18012;-96.49804
Princeton;West Virginia;United States;37.36623;-81.10259
Princeton;Wisconsin;United States;43.85081;-89.12178
Peshawar;Khyber Pakhtunkhwa;Pakistan;34.008;71.57849
Ames;Iowa;United States;42.03471;-93.61994
Ames;Texas;United States;30.05383;-94.74353
Ulsan;Ulsan;South Korea;35.53722;129.31667
Shenyang;Liaoning;China;41.79222;123.43278
Prague;Praha, Hlavní město;Czech Republic;50.08804;14.42076
Gliwice;Silesian Voivodeship;Poland;50.29761;18.67658
Seattle;Washington;United States;47.60621;-122.33207
Hamilton;Ontario;Canada;43.25011;-79.84963
New Britain;Connecticut;United States;41.66121;-72.77954
New Britain;Pennsylvania;United States;40.299;-75.18101
Beirut;Beirut Governorate;Lebanon;33.89332;35.50157
Athens;Attica Region;Greece;37.98376;23.72784
Cambridge;Illinois;United States;41.30365;-90.1929
Cambridge;Maryland;United States;38.56317;-76.07883
Cambridge;Massachusetts;United States;42.3751;-71.10561
Cambridge;Minnesota;United States;45.57274;-93.22439
Cambridge;Nebraska;United States;40.28195;-100.16569
Cambridge;New York;United States;43.02813;-73.38122
Cambridge;Ohio;United States;40.03118;-81.58846
Cambridge;Wisconsin;United States;43.00361;-89.0165
Tehran;Tehran Province;Iran;35.69439;51.42151
Beijing;Beijing;China;39.9075;116.39723
Hayama;Kanagawa Prefecture;Japan;35.27651;139.57733
Ann Arbor;Michigan;United States;42.27756;-83.74088
Xiangtan;Hunan;China;27.85;112.9
Bristol;England;United Kingdom;51.45523;-2.59665
Beijing;Beijing;China;39.9075;116.39723
Dehradun;Uttarakhand;India;30.33;78.06
Shenzhen;Guangdong;China;22.55653;113.9859
Hamburg;Hamburg;Germany;53.57532;10.01534
Magdeburg;Saxony-Anhalt;Germany;52.12773;11.62916
Tehran;Tehran Province;Iran;35.69439;51.42151
Lincoln;England;United Kingdom;53.22683;-0.53792
Beijing;Beijing;China;39.9075;116.39723
Charlottesville;Virginia;United States;38.02931;-78.47668
Espoo;Uusimaa;Finland;60.2052;24.6522
Taichung;Taichung;Taiwan;24.1469;120.6839
Guangzhou;Guangdong;China;23.11667;113.25
Bethesda;Maryland;United States;38.98067;-77.10026
Bethesda;Ohio;United States;40.01618;-81.0726
New Delhi;Delhi;India;28.63576;77.22445
Renton;Washington;United States;47.48288;-122.21707
Delft;South Holland;Netherlands;52.00667;4.35556
Perth;Tasmania;Australia;-41.57231;147.17096
Perth;Western Australia;Australia;-31.95224;115.8614
Vellore;Tamil Nadu;India;12.86;79.035
Urbana;Illinois;United States;40.11059;-88.20727
Urbana;Iowa;United States;42.22416;-91.87434
Urbana;Maryland;United States;39.32594;-77.35137
Urbana;Ohio;United States;40.10839;-83.75243
Nairobi;Nairobi City;Kenya;-1.28333;36.81667
Pingtung;Pingtung;Taiwan;22.49555;120.61444
Adelaide;South Australia;Australia;-34.92866;138.59863
Taipei;Taipei;Taiwan;25.04776;121.53185
London;England;United Kingdom;51.50853;-0.12574
Edinburgh;Scotland;United Kingdom;55.95206;-3.19648
Islamabad;Islamabad Capital Territory;Pakistan;33.72148;73.04329
Cambridge;Illinois;United States;41.30365;-90.1929
Cambridge;Maryland;United States;38.56317;-76.07883
Cambridge;Massachusetts;United States;42.3751;-71.10561
Cambridge;Minnesota;United States;45.57274;-93.22439
Cambridge;Nebraska;United States;40.28195;-100.16569
Cambridge;New York;United States;43.02813;-73.38122
Cambridge;Ohio;United States;40.03118;-81.58846
Cambridge;Wisconsin;United States;43.00361;-89.0165
Ulsan;Ulsan;South Korea;35.53722;129.31667
Hamburg;Hamburg;Germany;53.57532;10.01534
Taiyuan;Shanxi;China;37.86944;112.56028
Wrexham;Wales;United Kingdom;53.0;-3.0
La Jolla;California;United States;32.84727;-117.2742
University Park;Florida;United States;25.74649;-80.36755
University Park;Illinois;United States;41.44298;-87.6836
University Park;Maryland;United States;38.97039;-76.94192
University Park;New Mexico;United States;32.28343;-106.75334
University Park;Texas;United States;32.85013;-96.80028
Noida;Uttar Pradesh;India;28.58;77.33
Clemson;South Carolina;United States;34.68344;-82.83737
Foggia;Apulia;Italy;41.45845;15.55188
Barcelona;Catalonia;Spain;41.38879;2.15899
Zagreb;Zagreb;Croatia;45.81444;15.97798
Trento;Trentino-South Tyrol;Italy;46.06787;11.12108
London;England;United Kingdom;51.50853;-0.12574
California;Maryland;United States;38.3004;-76.50745
California;Missouri;United States;38.62753;-92.56658
California;Pennsylvania;United States;40.06563;-79.89171
Los Angeles;California;United States;34.05223;-118.24368
Berkeley;California;United States;37.87159;-122.27275
Berkeley;Illinois;United States;41.88892;-87.9034
Berkeley;Missouri;United States;38.7545;-90.33123
Storrs;Connecticut;United States;41.80843;-72.24952
Sydney;New South Wales;Australia;-33.86785;151.20732
Oak Ridge;Florida;United States;28.47112;-81.42452
Oak Ridge;North Carolina;United States;36.17347;-79.98893
Oak Ridge;Tennessee;United States;36.01036;-84.26964
Colchester;England;United Kingdom;51.88921;0.90421
Chengdu;Sichuan;China;30.66667;104.06667
Bengaluru;Karnataka;India;12.97194;77.59369
Hohhot;Inner Mongolia;China;40.81056;111.65222
Changsha;Guizhou;China;28.68778;105.98972
Changsha;Hunan;China;28.19874;112.97087
Oslo;Oslo;Norway;59.91273;10.74609
Amsterdam;North Holland;Netherlands;52.37403;4.88969
Berkeley;California;United States;37.87159;-122.27275
Berkeley;Illinois;United States;41.88892;-87.9034
Berkeley;Missouri;United States;38.7545;-90.33123
Redmond;Oregon;United States;44.27262;-121.17392
Redmond;Washington;United States;47.67399;-122.12151
Stanford;California;United States;37.42411;-122.16608
Stanford;Kentucky;United States;37.53119;-84.66189
Stanford;Montana;United States;47.15358;-110.21826
Delft;South Holland;Netherlands;52.00667;4.35556
Redmond;Oregon;United States;44.27262;-121.17392
Redmond;Washington;United States;47.67399;-122.12151
Atlanta;Georgia;United States;33.749;-84.38798
Atlanta;Illinois;United States;40.25948;-89.23342
Atlanta;Michigan;United States;45.00473;-84.14389
Atlanta;Texas;United States;33.11374;-94.16435
Pittsburgh;Pennsylvania;United States;40.44062;-79.99589
East Lansing;Michigan;United States;42.73698;-84.48387
Oxford;England;United Kingdom;51.75222;-1.25596
Ithaca;Michigan;United States;43.2917;-84.6075
Ithaca;New York;United States;42.44063;-76.49661
Chapel Hill;North Carolina;United States;35.9132;-79.05584
Chapel Hill;Tennessee;United States;35.62646;-86.69333
Montpellier;Occitanie;France;43.61092;3.87723
