word,frequency
covid19,179
pandemic,119
poses,5
acute,6
threat,9
wellbeing,18
children,7
family,18
due,22
challenge,29
related,17
social,46
disruption,9
insecurity,4
caregiving,1
burden,4
confinementrelated,1
stress,23
crowding,2
change,34
structure,10
routine,3
consequence,16
difficulties,4
likely,25
longstanding,1
part,8
way,9
contextual,1
risk,36
permeates,1
current,21
draw,4
pertinent,2
literature,13
across,12
topic,2
area,23
crises,32
longterm,10
cumulative,1
illustrate,4
multitude,1
during,100
presented,3
conceptual,4
framework,8
systemic,5
model,24
human,10
functioning,4
link,4
child,9
adjustment,2
cascading,1
involving,2
caregiver,2
organization,5
communication,5
belief,4
illustration,1
centrality,1
buffering,1
against,6
context,6
well,23
promoting,3
resilience,20
shared,1
close,2
relationship,22
provided,3
finally,9
clinical,2
implications,12
discussed,7
background,9
along,4
high,21
infectivity,1
fatality,1
rate,9
corona,2
virus,9
disease,21
caused,10
universal,1
psychosocial,12
impact,53
causing,2
mass,7
hysteria,1
economic,74
loss,18
fear,13
termed,2
coronaphobia,1
generated,3
plethora,1
psychiatric,7
manifestations,1
strata,2
society,7
review,10
undertaken,3
define,1
pubmed,1
googlescholar,1
searched,1
following,7
key,14
term,14
sarscov2,1
psychology,1
psychitry,1
marginalized,3
telemedicine,5
mental,30
health,82
quarantine,4
infodemic,3
media,9
internet,4
few,3
new,32
report,4
added,1
per,6
itself,3
multiplied,1
forced,4
combat,3
nationwide,1
lockdown,10
produce,1
panic,5
anxiety,33
obsessive,1
behavior,20
hoarding,1
paranoia,1
depression,10
posttraumatic,1
disorder,5
ptsd,2
long,5
run,4
fueled,2
spread,14
via,3
platforms,3
outbursts,1
racism,2
stigmatization,1
xenophobia,1
particular,10
community,14
widely,2
reported,8
nevertheless,2
frontline,1
healthcare,12
worker,5
higherrisk,1
contracting,1
experiencing,4
adverse,7
psychological,29
outcome,8
form,4
burnout,1
transmitting,1
infection,6
feeling,1
incompatibility,1
increased,17
substancedependence,1
communitybased,1
mitigation,4
program,5
disrupt,2
usual,3
lifestyle,3
cause,8
florid,1
distress,19
aspects,7
older,6
people,28
patient,4
affected,12
need,22
special,3
attention,9
better,10
dealing,3
issue,16
prevention,2
intervention,7
urgently,3
government,27
care,20
personnel,1
stakeholder,5
apt,1
service,18
curb,4
instigated,1
preparedness,2
specific,7
future,39
certainly,1
necessary,7
present,29
comprehensive,4
largescale,2
date,5
students,13
perceive,1
first,19
wave,1
early,6
various,8
lives,4
global,74
level,31
sample,19
country,52
reveal,5
amid,1
worldwide,12
transition,8
online,16
learning,7
satisfied,3
support,16
teaching,3
staff,2
universities’,1
public,29
relations,4
still,3
deficient,1
computer,1
skills,1
perception,4
higher,14
workload,3
prevented,1
perceiving,1
own,3
improved,2
performance,18
environment,12
mainly,4
concerned,1
professional,5
career,5
studies,16
experienced,6
boredom,1
frustration,1
led,7
adoption,6
hygienic,2
behaviour,5
wearing,1
masks,2
washing,2
hand,7
discouraged,1
certain,3
daily,4
practice,13
leaving,1
home,9
shaking,1
role,17
played,4
hospital,2
university,3
epidemic,4
compared,12
bank,26
show,28
sociodemographic,3
characteristics,11
male,3
parttime,1
firstlevel,2
sciences,1
lower,4
living,5
standard,2
africa,1
asia,4
significantly,22
academic,7
worklife,1
female,2
fulltime,1
faced,4
problem,8
generally,2
emotional,2
life,9
personal,7
circumstances,2
factor,29
influencing,2
students’,1
satisfaction,2
identified,3
policymaker,6
education,9
institutions,6
around,14
world,34
benefit,15
formulating,1
policy,45
recommendations,8
strategy,26
there,24
growing,3
awareness,1
naturebased,1
solutions,4
nbs,6
help,18
protect,5
climate,13
slowing,1
further,14
warming,1
supporting,3
biodiversity,3
securing,1
ecosystem,2
potential,13
provide,20
intended,2
not,38
rigorously,1
assessed,3
concern,7
reliability,1
costeffectiveness,2
engineered,1
alternative,9
tradeoffs,1
arise,1
encourage,2
low,11
value,10
afforestation,2
nonnative,1
monocultures,1
result,8
maladaptation,1
especially,13
rapidly,3
changing,1
biodiversitybased,1
multifunctional,1
landscapes,1
here,3
highlight,7
rise,9
policyfocusing,1
adaptation,4
mitigationand,1
discuss,6
barriers,2
evidencebased,2
implementation,6
outline,4
major,17
governance,10
implementing,1
scale,12
highlighting,1
avenues,1
turn,3
increasingly,6
toward,6
greenhouse,1
gas,2
removal,1
urgent,3
natural,9
scientists,1
engage,2
makers,3
must,3
ensure,2
achieve,2
tackle,2
contributing,2
sustainable,11
require,10
conduct,2
explore,11
coronavirus,24
small,12
business,28
conducted,6
survey,7
than,27
march,5
april,3
several,8
theme,5
emerged,5
layoffs,1
closure,7
