word,frequency
explore,23
influence,22
total,10
individual,11
esg,20
practice,24
coronavirus,9
firm,41
performance,47
large,9
recent,15
sample,11
adopted,1
issue,15
during,80
2016–2020,1
generalized,4
leastsquares,1
gls,1
regression,19
estimator,3
dynamic,28
technique,11
robustness,6
test,12
indicate,12
heightened,4
better,10
measure,17
case,6
suggest,18
environmental,48
social,35
governance,7
negatively,6
affected,9
addition,11
analyse,9
difference,7
significant,37
distinctions,1
due,12
study’s,3
important,17
implications,28
stakeholders,7
managers,8
benefit,14
examination,2
recognizing,1
status,1
identifying,4
linkage,6
fulfillment,6
responsibility,4
provide,33
noteworthy,1
practical,13
enable,4
strategy,23
policy,61
adopting,5
enhancing,8
achieve,14
best,5
trading,2
investor,20
financiers,1
pursue,1
attractive,1
return,20
investment,14
business,12
concerned,2
building,9
sector,26
significantly,23
contributing,6
climate,20
change,18
pollution,7
energy,83
crises,45
requiring,1
rapid,4
shift,3
sustainable,38
construction,8
here,2
review,27
emerging,12
integrating,5
renewable,10
focus,14
type,10
innovation,26
perspective,21
source,9
include,7
solar,7
wind,4
geothermal,1
biomass,1
fuel,10
studies,26
seattle,1
usa,4
manama,1
bahrain,1
presented,5
comprise,2
selfsufficiency,1
microgrids,1
carbon,19
neutrality,2
intelligent,1
cost,17
reduction,6
storage,1
support,12
market,85
recognition,2
incorporating,4
fulfill,3
requirements,2
integration,2
elevate,2
contribution,7
incentive,4
subsidy,11
adoption,19
augment,2
appeal,1
critical,16
platform,16
literature,24
built,1
compelling,1
picture,2
worker,6
misclassification,2
algorithmic,2
management,42
workforce,11
atomisation,1
lie,1
heart,3
work,11
ondemand,2
via,4
apps’,1
actively,2
restructure,1
labour,2
scholarship,1
identify,15
predominantly,1
comprised,2
migrant,1
racially,1
minoritised,2
few,3
theorise,1
migration,1
race,1
structuring,1
logic,3
model,57
precarity,1
engenders,1
address,16
gap,7
exploring,4
economy,27
–,8
specifically,4
apps,1
shapes,1
shaped,4
historically,2
contingent,1
context,17
racialisation,2
constitutive,1
embodiment,1
immigration,1
policyrhetoric,1
beyond,7
overrepresentation,1
racial,5
minorities,1
argue,10
crucial,8
stage,2
rise,6
dominance,3
constitute,4
key,15
organising,1
principle,4
capitalism,6
hence,2
term,18
capitalism’,1
draw,4
situate,2
form,5
deployed,1
reorganise,2
surplus,1
urban,13
labourpower,1
following,11
framework,9
explored,2
ethnographic,1
ubers,1
london,2
demonstrate,9
coconstitutive,1
relationship,30
condition,10
global,68
city,15
post2008,2
political,5
companies,13
said,1
coproduced,1
relation,5
china,20
deteriorated,1
lowest,3
point,6
rapprochement,1
1970s,1
sense,2
contemporary,6
geopolitics,2
objective,5
twofold,2
first,24
uschina,1
rivalry,2
conceptualise,2
second,14
cold,4
war,14
scw,1
wake,2
launched,1
restorative’,1
projects,3
harked,1
back,2
imagined,1
past,8
mutually,1
exclusive,1
animate,1
spatial,3
great,4
power,10
contrast,4
sought,2
incorporate,2
territory,2
blocs,1
currently,3
compete,1
scale,8
centrality,1
interrelated,1
network,10
anticipate,1
underpin,3
hegemony,1
21st,1
century,2
infrastructure,5
logistic,2
digital,13
production,12
finance,23
state,19
competition,4
broad,2
conclusions,3
mode,1
difficult,1
side,1
conclusively,1
win’,1
country,43
likely,4
remain,9
integrated,3
artificial,4
intelligence,4
chatbots,7
public,17
organizations,21
increased,11
year,11
unresolved,1
little,1
empirical,19
evidence,17
produced,3
examine,30
deployment,1
government,15
existing,8
not,29
distinguish,2
clearly,1
drivers,3
determinants,6
success,3
implementation,13
third,4
current,11
multidimensional,1
understand,4
question,4
facilitate,4
impede,2
answer,2
analyzing,4
agency,4
across,16
ease,1
relative,3
advantage,6
leadership,5
innovative,8
culture,3
external,11
shock,38
experience,5
main,5
decisions,4
adopt,7
further,11
show,34
knowledgebase,1
creation,8
maintenance,1
skill,3
crash,2
human,13
resource,32
crossagency,1
interaction,4
communication,2
confidentiality,1
safety,3
rules,3
regulation,7
citizens’,1
expectations,8
covid19,66
impact,64
differently,1
determine,6
manner,1
future,17
well,8
role,35
specific,4
vendors,1
supply,17
chain,15
scf,5
receiving,3
increasing,8
awareness,4
result,6
uncertainty,17
financing,14
there,13
limited,13
fragmented,1
service,24
build,8
recovery,4
post,2
pandemic,44
crippled,1
providers,5
brokers,1
time,40
cuttingedge,2
technological,12
advancement,3
revolutionizing,1
ecosystem,3
entrenched,1
fuzzy,2
theoretical,13
unpack,1
entities,1
validity,2
mateframework,1
originality,1
concept,4
inefficiencies,1
contribute,13
economic,72
opportunity,12
deliver,1
effective,5
utilization,5
broaden,4
managerial,3
improving,4
volatility,54
usachina,1
trade,10
outbreak,5
compelled,1
resilience,42
respond,2
quickly,4
unexpected,1
disruption,9
consistent,7
organizational,14
information,13
processing,5
theory,7
oipt,2
posit,1
openness,3
help,16
capability,7
interfunctional,2
coordination,2
interpartner,2
informational,2
justice,6
required,4
scr,4
improve,9
structural,5
equation,3
modeling,2
analyze,13
survey,6
gathered,2
chinese,8
manufacturers,1
reveal,23
fully,6
mediate,1
positively,6
associated,9
operational,7
extends,3
elucidating,2
enhance,18
providing,9
unique,5
solution,10
against,7
disruptive,3
event,10
avoid,3
minimize,1
potential,32
negative,15
burden,5
disease,5
report,6
estimated,4
million,3
infectionrelated,1
death,4
leading,7
cause,3
ischaemic,1
bacterial,4
pathogens,1
accounted,1
attributable,1
antibiotic,9
resistance,3
amounted,1
describing,1
clear,4
demand,9
novel,12
golden,1
age,2
1930–1960,1
failure,3
screening,1
chemical,4
libraries,1
beginning,2
high,27
launching,1
new,28
billion,1
per,1
registered,2
drug,1
difficulties,4
achieving,6
pharmaceutical,1
industry,23
mostly,2
left,1
lilliput,1
whether,9
hurdle,3
prevented,1
registration,1
scientifically,1
substantial,3
progress,6
achieved,2
define,2
property,2
needed,2
overcome,3
permeation,1
barrier,6
gramnegative,1
pathogens;,1
extending,2
space,3
candidates,1
full,3
modular,1
synthesis,2
suitable,2
molecules;,1
bioprospecting,1
previously,1
unculturable’,1
bacteria,1
unusual,1
bacteria;,1
attacking,1
target,5
outer,1
membrane;,1
looking,2
biology,1
genomics,1
molecular,1
genetics,1
phylogenetic,1
deep,6
machine,4
learning,10
activities,7
conducted,7
academic,6
researchers,5
biotech,1
seems,1
frequently,3
described,2
drying,1
pipeline,1
lack,8
insight,13
than,17
mobilization,1
monetary,3
bring,7
discoveries,1
despite,4
push,1
pull,1
effort,4
spain,3
severely,2
hit,1
ten,2
belated,1
hardly,1
changed,2
roots,2
especially,11
financialization,5
real,4
estate,3
remarkably,3
present,15
several,5
grassroots,1
struggles,2
questioned,1
demanded,1
affordability,1
housing,11
salient,1
campaign,1
bankia,1
bank,57
opposition,1
international,6
fund,2
blackstone,1
forced,1
thousands,1
home,2
evictions,1
upon,5
financially,3
broken,1
homeowners,2
tenants,1
respectively,3
latter,1
sharp,3
rent,3
increase,19
investigate,16
claims,1
protest,2
repertoires,1
achievements,1
grassroots’,1
response,18
distinct,3
capital,19
accumulation,1
driven,2
mainly,7
austerity,1
stateled,1
action,7
reignite,1
speculation,3
timevarying,6
effect,71
cpu,8
stock,34
clean,4
indices,9
european,14
purpose,20
bayesian,1
parameter,4
var,11
index,26
crude,5
oil,33
decrease,4
risk,84
relevant,6
tipping,2
offer,7
policymakers,16
climateenergy,1
ushered,1
era,6
converging,1
ecological,5
destruction,2
socioeconomic,5
inequality,5
synthesizes,1
breadth,2
interwoven,1
emergency,2
underscore,10
urgent,3
need,16
comprehensive,14
propelled,1
imperialism,1
extractive,1
surging,1
population,4
speeding,1
earth,3
material,5
limit,2
destroying,1
triggering,1
irreversible,1
biophysical,1
holocene,1
climatic,1
stability,14
fostered,1
civilization,1
consequences,8
disproportionately,1
borne,1
vulnerable,1
entrenching,1
inequities,1
marine,1
terrestrial,1
biomes,1
face,6
escalating,1
challenge,20
food,15
water,3
