word,frequency
chatgpt,64
artificial,66
intelligence,65
aibased,4
conversational,1
large,14
language,22
model,84
llm,21
potential,57
applications,52
health,54
care,36
education,13
practice,25
promising,7
associated,19
valid,2
concern,9
proactively,1
examined,6
addressed,4
current,27
systematic,11
review,71
aimed,3
investigate,4
utility,5
highlight,15
limitation,20
primsa,1
guideline,15
search,27
conducted,8
retrieve,1
english,1
record,25
pubmedmedline,1
google,12
scholar,5
published,9
preprints,1
context,7
total,15
eligible,2
inclusion,1
benefit,17
cited,3
included,8
improved,13
writing,9
enhancing,4
equity,1
versatility;,1
efficient,7
code,5
generation,2
literature,12
saving,3
time,18
focus,23
experimental,5
design,23
drug,48
discovery,31
development;,1
streamlining,1
workflow,5
cost,9
documentation,1
personalized,30
literacy;,1
critical,10
thinking,3
problembased,1
regarding,4
stated,1
ethical,15
copyright,1
transparency,2
legal,3
issue,21
risk,19
bias,5
plagiarism,2
lack,9
originality,1
inaccurate,2
content,5
hallucination,1
limited,3
knowledge,26
incorrect,4
citations,1
cybersecurity,2
infodemics,1
induce,1
paradigm,6
shift,5
embrace,2
chatbot,12
extreme,3
caution,3
considering,3
currently,5
stands,1
not,25
qualify,1
listed,1
author,4
articles,9
icmjecope,1
revised,1
amended,1
initiative,5
involving,3
stakeholders,3
urgently,1
needed,1
help,9
ethics,2
guide,6
responsible,2
academia,4
clinical,76
first,14
series,4
describe,8
history,4
medicine;,1
image,36
identification,13
disease,84
outbreak,4
diagnosis;,1
discuss,22
type,8
openai,3
generative,6
pretrained,4
transformer,8
gpt,1
understand,9
respond,1
natural,13
input,6
particular,9
appear,1
useful,5
tool,39
assisting,1
researchers,12
scientists,1
organizing,1
material,8
generating,2
initial,2
draft,1
andor,2
proofreading,1
there,18
publication,5
prepared,1
approach;,1
possibility,4
next,4
future,42
work,18
replacement,5
human,26
judgment,1
output,2
reviewed,6
experts,4
decisionmaking,12
several,13
arise,2
inaccuracies,1
well,25
imbalance,5
accessibility,2
high,10
lowincome,1
countries,2
software,3
become,5
paying,1
reason,1
consensus,5
regulate,3
soon,1
required,4
backgroundaims,1
patient,86
cirrhosis,6
hepatocellular,3
carcinoma,3
hcc,6
require,8
extensive,10
improve,23
outcome,23
hold,2
provide,50
professional,12
yet,5
patientfriendly,1
support,19
examine,5
accuracy,26
reproducibility,2
answering,1
questionsregarding,1
management,24
emotionalsupport,1
chatgpt’s,3
response,37
question,26
independently,3
graded,1
transplant,3
hepatologists,1
resolved,3
third,3
reviewer,1
performance,17
assessed,3
questionnaires,1
formulated,1
quality,15
measure,16
finally,12
emotional,2
capacity,4
tested,6
showed,7
regurgitated,1
correct,3
only,8
small,2
proportion,2
labeled,2
comprehensive,20
better,14
basic,4
lifestyle,3
treatment,45
than,6
domain,7
diagnosis,41
preventive,2
answered,4
correctly,5
failed,1
specify,1
cutoffs,1
durations,1
lacked,1
regional,1
variation,4
screening,7
criteria,2
provided,8
practical,1
multifaceted,3
advice,1
caregivers,1
step,3
adjusting,1
new,35
conclusions,9
analyzed,3
area,20
robustness,2
relevant,13
role,25
adjunct,1
informational,1
physiciansto,1
clin,1
mol,1
hepatol,1
2023;29721732,1
processing,18
nlp,7
studied,3
computing,12
decade,7
recent,26
technological,8
advancement,16
led,3
sophisticated,2
chat,1
perform,8
range,11
task,13
generate,4
humanlike,3
offer,10
exciting,4
prospects,6
academic,17
efficiency,9
manuscript,2
aim,17
exploring,1
threat,3
publications;,1
consideration,5
involved,6
iii,4
consider,6
impact,15
authenticity,2
credibility,2
scholarly,1
peerreviewed,1
journal,2
indexed,1
scopus,1
quartile,1
keywords,3
aigenerated,1
text,6
carried,1
out,2
quasiqualitative,1
reading,2
critically,3
evaluating,2
source,13
identifying,9
found,5
enhance,12
raises,1
need,25
discussion,7
emphasizing,4
importance,8
principle,4
forefront,2
debate,2
recommends,1
exercise,2
ensure,6
emerged,3
powerful,5
harness,2
anthropomorphic,1
expedited,1
solutions,15
complex,16
challenge,54
remarkable,1
present,18
transformative,4
opportunity,20
formulation,3
testing,8
pharmaceutical,16
dosage,5
form,10
utilizing,4
algorithm,35
analyze,9
biological,4
genomic,9
proteomic,7
identify,16
diseaseassociated,1
target,7
predict,20
interaction,4
candidate,3
enable,6
targeted,3
thereby,4
increasing,9
likelihood,2
successful,2
approval,2
contribute,2
reducing,6
optimizing,3
assist,3
pharmacokinetic,2
toxicity,2
capability,5
prioritization,1
optimization,3
lead,6
compounds,3
costly,2
animal,1
facilitated,3
realworld,1
leading,10
effective,9
adherence,1
explore,10
wideranging,1
delivery,9
pharmacokineticspharmacodynamics,1
pkpd,1
studies,21
overview,16
various,27
highlighting,5
drawbacks,3
nevertheless,3
continued,1
investment,2
exploration,2
industry,13
recently,9
advance,16
wearable,14
