word,frequency
background,11
tracking,1
progress,10
providing,6
timely,7
evidence,43
fundamental,6
step,6
forward,5
country,59
remain,14
aligned,1
target,9
eliminate,1
cervical,10
cancer,32
health,146
problem,19
reduce,15
incidence,31
disease,50
threshold,2
case,25
per,18
womenyears,4
aimed,13
assess,3
extent,4
global,51
inequality,5
mortality,20
observatory,1
globocan,2
estimate,28
geographical,5
socioeconomic,5
temporal,1
aspect,6
database,7
agespecific,2
agestandardised,12
rate,45
territories,7
aggregated,1
across,33
undefined,1
world,24
regions,15
fourtier,1
level,33
human,48
index,5
hdi,6
time,16
trend,16
1988–2017,1
extracted,5
continent,2
ci5,1
plus,1
obtained,4
recent,11
national,25
vital,4
registration,1
globally,13
there,21
estimated,8
death,12
corresponding,6
13·3,1
13·3–13·3,1
7·2,1
7·2–7·3,1
ranged,3
2·2,1
1·9–2·4,1
iraq,1
84·6,1
74·8–94·3,1
eswatini,2
1·0,1
0·8–1·2,1
switzerland,1
55·7,1
47·7–63·7,1
highest,7
malawi,1
67·9,1
[95,1
65·7,1
–70·1],1
zambia,1
65·5,1
[63·0–67·9],1
africa,3
bolivia,1
36·6,1
[35·0–38·2],1
paraguay,1
34·1,1
[32·1–36·1],1
latin,1
america,3
maldives,1
24·5,1
[17·0–32·0],1
indonesia,4
24·4,1
[24·2–24·7],1
asia,1
fiji,1
29·8,1
[24·7–35·0],1
papua,1
new,27
guinea,1
29·2,1
[27·3–31·0],1
melanesia,1
clear,8
gradient,2
exist,7
decreasing,4
increased,23
higher,25
low,21
than,32
high,20
versus,3
general,9
decline,4
observed,3
representative,4
becoming,2
stable,1
relatively,1
around,5
several,11
highincome,4
contrast,3
period,7
eastern,4
europe,5
patterns,4
well,20
populationbased,2
screening,2
treatment,10
service,8
sweden,1
australia,6
insufficient,2
opportunistic,1
colombia,1
india,3
uganda,1
interpretation,5
burden,30
part,8
initiative,8
elimination,2
identified,14
substantial,6
increasing,15
lower,10
provide,34
impetus,2
future,24
strategy,18
prioritise,3
accelerate,2
toward,21
address,16
marked,2
variation,5
landscape,5
today,5
funding,7
french,3
institut,3
horizon,2
