word,frequency
purpose,3
overview,4
artificial,13
intelligence,13
aienabled,1
describe,3
covid19,4
affect,2
various,7
industry,9
health,17
care,2
manufacturing,3
retail,1
food,2
service,9
education,2
media,2
entertainment,1
banking,2
travel,1
tourism,1
author,8
discuss,2
tactics,1
information,8
implement,1
business,2
strategy,4
transform,1
incentivise,1
implementation,3
current,6
future,7
emergency,3
situations,1
designmethodologyapproach,1
review,15
provide,5
rapidly,2
growing,2
literature,10
smart,5
during,6
pandemic,2
empirical,3
articles,8
identified,6
suggest,3
forms,1
ranging,2
computer,1
vision,2
primarily,3
further,4
list,2
generalised,1
type,5
activity,4
involved,1
providing,2
communication,1
prevent,1
spread,1
illness,1
robots,1
examine,3
patient,12
drug,2
online,1
execution,1
teaching,2
practices,2
simulators,1
replaced,1
classroom,1
mode,1
due,6
epidemic,1
aibased,1
bluedot,1
algorithm,9
aid,3
detection,18
early,3
warning,1
indications,1
model,51
detect,3
respiratory,1
distress,1
face,3
recognition,2
facial,2
action,1
unit,4
expression,1
posture,1
extremity,1
movement,1
visitation,1
frequency,1
sound,1
pressure,1
light,1
level,4
applications,7
listed,1
throughout,1
limitationsimplications,1
largely,1
delimited,1
area,11
covid19related,1
studies,7
bias,2
selective,1
assessment,6
present,4
indian,2
context,2
advanced,4
yet,2
harnessed,1
full,3
extent,2
educational,1
upgraded,1
add,1
potential,15
benefit,5
wider,2
basis,2
practical,2
implications,4
first,6
leveraging,2
insights,3
across,4
sector,6
battle,1
global,6
threat,2
key,9
takeaways,1
second,3
integrated,3
framework,4
recommended,1
policy,4
lastly,1
recommend,3
internetbased,1
repository,1
keeping,1
ideas,1
database,2
best,5
dashboard,1
realtime,1
statistical,3
originalityvalue,1
relatively,1
recent,3
phenomenon,2
comprehensive,5
not,11
exist,2
extant,2
authors’,1
knowledge,2
emerging,2
bibliometric,3
state,7
financial,15
bfsi,3
focus,3
scopusindexed,1
identify,5
clusters,4
following,1
preferred,1
reporting,1
items,1
systematic,4
metaanalyses,1
prisma,1
protocol,2
screened,2
resulting,1
meeting,1
inclusion,2
criteria,2
ngram,1
unique,1
terms,2
titles,1
abstracts,2
cooccurrence,1
revealed,1
nine,1
distinct,1
covering,1
fintech,1
risk,9
management,6
antimoney,1
laundering,1
actuarial,1
others,1
offer,3
multifaceted,2
landscape,2
guide,3
inform,2
design,4
policymakers,1
researcher,3
practitioners,1
studys,3
gaps,2
opportunities,1
contribute,2
