word,frequency
background,14
american,8
heart,13
association,21
conjunction,2
national,22
institute,2
health,203
annually,2
report,13
uptodate,3
statistics,6
related,22
disease,54
stroke,6
cardiovascular,7
risk,55
factor,33
core,2
behavior,14
smoking,4
physical,29
activity,26
diet,4
weight,1
cholesterol,2
blood,2
pressure,2
glucose,1
control,28
contribute,7
statistical,8
update,7
present,21
latest,4
range,17
major,19
clinical,9
circulatory,1
condition,10
congenital,1
rhythm,1
disorder,15
subclinical,1
atherosclerosis,1
coronary,4
failure,1
valvular,1
venous,2
peripheral,1
artery,3
associated,23
outcome,45
quality,23
care,22
procedures,1
economic,39
cost,13
committee,1
continuously,2
monitor,2
evaluates,1
source,27
united,10
state,15
provide,30
current,24
information,12
available,16
annual,3
product,9
full,3
year,22
worth,1
effort,10
dedicated,1
volunteer,1
clinicians,5
scientists,3
committed,1
government,34
professional,17
staff,2
member,5
edition,1
include,11
monitoring,2
benefit,12
population,34
enhanced,4
focus,6
social,45
determinants,11
adverse,5
pregnancy,1
vascular,1
contribution,10
brain,1
global,67
burden,19
further,15
evidencebased,9
changing,3
chapters,1
topic,14
conclusions,17
represent,6
critical,15
resource,17
lay,1
makers,8
media,13
administrators,1
researchers,9
advocate,2
others,2
seeking,1
best,2
covid19,171
prompted,1
unprecedented,6
action,11
around,11
world,20
introduce,2
oxford,4
response,41
tracker,4
oxcgrt,1
address,13
need,17
updated,3
readily,1
usable,1
comparable,2
measure,43
january,4
capture,9
closure,7
containment,5
than,31
country,101
plus,1
several,11
countries’,1
subnational,1
jurisdictions,1
recorded,2
ordinal,1
continuous,2
scale,10
area,12
capturing,2
variation,10
degree,4
motivating,1
applications,7
highlighting,3
pattern,14
timing,2
adoption,5
subsequent,2
easing,1
reimposition,1
illustrating,1
combined,4
behavioural,2
epidemiological,7
indicator,7
database,9
enable,7
policymaker,6
explore,10
empirical,18
effect,59
spread,15
case,37
death,21
well,20
welfare,2
far,4
back,3
industrial,15
revolution,2
significant,26
technical,2
innovation,22
succeeded,1
transforming,2
numerous,5
manual,2
tasks,2
existence,4
decade,14
human,49
reached,2
limit,4
capacity,10
artificial,3
intelligence,3
offer,6
transformative,1
potential,26
augmentation,1
replacement,4
within,12
wide,8
intellectual,1
pace,2
change,52
new,26
technological,9
age,14
staggering,1
breakthrough,2
algorithmic,1
machine,8
learning,7
autonomous,2
decisionmaking,4
engendering,1
opportunity,8
continued,1
impact,63
industry,20
ranging,3
finance,12
healthcare,24
manufacturing,5
retail,1
supply,3
chain,2
logistics,1
utility,2
potentially,4
disrupted,2
onset,4
bring,2
together,3
collective,5
insight,6
number,23
leading,6
expert,6
contributor,3
highlight,12
realistic,1
assessment,16
challenge,20
agenda,7
posed,1
rapid,5
emergence,2
domain,7
business,8
management,16
sector,13
timely,2
future,32
society,12
general,11
whilst,1
recognising,1
societal,3
influence,8
direction,5
effective,18
rollout,4
vaccination,28
against,11
promising,4
prospect,1
bringing,2
pandemic,68
end,7
tracks,1
rate,31
vaccine,79
across,24
regularly,1
total,16
administered,3
first,11
second,5
dose,13
daily,4
populationadjusted,1
coverage,4
april,6
maintained,1
campaign,4
continue,7
progress,9
aids,4
understanding,11
rollout;,1
interaction,2
nonvaccination,1
responses;,1
transmission,26
morbidity,6
mortality;,1
inequalities,3
access,17
coronavirus,16
markedly,1
changed,2
mobility,11
necessitating,1
model,34
severe,27
acute,13
respiratory,14
syndrome,11
sarscov21,1
here,8
metapopulation,1
susceptible–exposed–infectious–removed,1
seir,4
integrates,1
finegrained,1
dynamic,9
network,5
simulate,1
sarscov2,21
ten,6
largest,3
metropolitan,1
derived,2
mobile,1
phone,1
map,1
hourly,2
movement,9
million,12
people,39
