word,frequency
question,3
endometriosis,17
diagnosed,4
managed,1
best,10
available,27
evidence,15
published,8
literature,18
summary,1
answer,1
current,22
guideline,22
provide,38
recommendations,10
diagnosis,43
treatment,55
pain,4
infertility,3
management,14
disease,63
recurrence,2
asymptomatic,2
extrapelvic,2
adolescents,2
postmenopausal,2
women,7
prevention,2
association,7
cancer,67
known,2
already,3
chronic,2
condition,7
plethora,2
presentation,5
term,5
not,35
only,16
occurrence,2
lesion,3
presence,2
signs,2
symptoms,13
important,15
include,12
design,19
size,2
duration,1
according,3
structured,3
methodology,7
eshre,7
formulation,5
key,17
group,19
expert,14
search,9
assessment,9
performed,13
papers,7
december,1
written,1
english,2
included,9
review,70
participantsmaterials,1
collected,2
formulated,2
discussed,7
within,11
specialist,2
subgroups,5
then,5
presented,4
core,2
gdg,2
until,2
consensus,3
reached,1
stakeholder,3
organized,2
finalization,1
draft,1
final,2
version,2
approved,1
executive,3
committee,3
main,7
role,18
chance,1
aim,23
help,22
clinicians,10
apply,2
care,27
studies,35
mostly,4
focus,10
reproductive,1
age,2
address,11
outline,3
diagnostic,17
challenge,47
laparoscopy,1
histology,1
gold,3
standard,11
test,8
options,4
endometriosisassociated,2
analgesics,1
medical,64
surgery,3
nonpharmacological,1
surgical,4
andor,4
medically,1
assisted,1
reproduction,1
feasible,2
recent,24
confirm,1
previous,8
there,11
topic,5
significant,19
change,11
required,7
clinical,109
practice,22
expected,5
limitation,15
reason,4
caution,3
describe,8
existing,13
firm,1
appropriate,8
specific,22
issues,7
scarce,1
evidencebased,2
wider,1
implications,4
clear,2
advice,2
currently,7
addition,11
list,1
provided,8
stimulate,2
further,15
fundingcompeting,1
interest,8
funded,1
covering,2
expenses,1
associated,10
meeting,8
dissemination,1
member,7
receive,3
payments,1
cmb,1
report,13
grants,7
bayer,2
healthcare,65
european,5
commission;,1
participation,3
safety,4
monitoring,10
board,9
advisory,6
obseva,1
myovant,1
female,2
commission,1
horizon,1
grant;,1
consulting,6
fees,10
ethicon,1
endo,1
medtronic;,1
honoraria,2
lectures,2
ethicon;,1
support,16
attendance,4
gedeon,7
richter;,1
mrc,1
nihr,1
cso,1
roche,5
astra,1
zeneca,1
ferring;,3
nordic,4
pharma,3
chugai,1
benevolent,1
bio,1
limited,11
paid,2
institution;,2
pending,1
patent,3
serum,2
biomarker;,1
chair,3
tsc,1
stopohss,1
cerm,1
trial,21
speaker,4
richter,6
ag;,1
attending,2
gedeonrichter,1
leadership,2
finnish,1
society,9
obstetrics,2
gynecology,2
federation,1
astrazeneca,3
novartis,3
kadebesins,3
palleos,3
mithra;,3
german,1
gynecological,2
endocrinology,1
dggef,1
french,3
foundation,3
frm,1
australian,1
ministry,1
health,44
future,26
fund,1
national,7
institute;,1
gynaecological,1
endoscopy,1
esge,1
congress,1
eec,1
eshre;,1
project,1
finding,2
compareendometriosis,1
cohort,16
merck,8
sa;,4
netherlands,1
patient,81
advocacy,1
world,9
institute,4
rosetrees,1
trust,3
barts,1
london,1
charity;,1
royalties,1
gruyter,1
book,1
editor;,1
hologic;,1
hologic,1
johnson,2
&,3
medtronic,1
intuitive,2
olympus,1
karl,1
storz;,1
products,3
regulatory,4
agency,2
mhra;,1
ambassador,1
ferring,1
authors,5
conflicts,1
declare,1
disclaimer,1
represent,7
view,7
achieved,9
careful,1
consideration,3
