word,frequency
number,5
people,22
suffering,2
diabetes,9
taiwan,4
continued,1
rise,1
recent,4
year,5
according,3
statistics,1
international,1
federation,1
million,4
worldwide,2
global,4
population,3
suffer,2
estimated,1
condition,4
total,1
trend,1
continues,1
jump,1
present,3
reached,2
average,5
ten,2
disease,10
addition,4
bureau,1
national,2
health,37
prevalence,3
rate,8
adults,1
increasing,2
cause,2
acute,1
chronic,2
complications,2
fatal,1
meanwhile,1
result,3
variety,3
disabilities,1
organ,1
decline,2
holistic,1
treatment,3
preventions,1
not,8
provided,1
diabetic,1
patient,34
lead,2
consumption,2
medical,15
resource,3
rapid,2
quality,5
life,2
society,1
whole,1
outpatient,1
examination,1
taipei,1
municipal,1
center,2
women,2
aged,1
selected,1
subjects,2
gone,1
during,5
2018–2020,1
2021–2022,1
diagnosis,2
investigated,1
characteristic,4
pregnancy,2
plasma,1
glucose,1
level,6
diastolic,1
blood,3
pressure,2
sebum,1
thickness,1
insulin,1
body,2
mass,1
index,1
pedigree,1
function,2
age,2
sorting,1
out,1
complete,2
microsoft,1
studio,1
train,1
model,52
various,9
kinds,1
neural,4
network,10
prediction,17
compare,3
predictive,3
ability,1
parameters,1
finally,4
found,5
comparing,1
twoclass,5
logistic,6
regression,5
well,6
decision,11
jungle,1
boosted,7
tree,3
best,3
area,9
curve,4
reach,1
score,6
better,7
than,6
digital,19
aim,5
improve,7
care,20
telemedicine,1
mobile,2
electronic,5
record,8
artificial,5
intelligence,5
review,12
examine,2
challenges,7
potential,9
solutions,5
implementation,4
evaluation,5
tool,7
across,9
world,1
settings,3
australia,1
translation,3
program,1
dhti,1
emphasizes,1
importance,3
involving,2
stakeholders,2
addressing,5
infrastructure,4
training,5
issue,5
healthcare,28
workers,1
whos,1
task,6
force,1
address,7
tuberculosis,1
innovations,1
mental,3
effectiveness,5
must,4
oncology,2
supportive,1
cancer,2
intervention,9
surveillance,1
evaluating,2
challenging,1
covid,1
postcovid,1
era,2
technological,1
maturity,1
size,1
deployment,2
provide,7
safely,1
effectively,1
essential,1
prioritize,2
complex,1
evidencebased,2
important,9
ethical,1
user,1
consent,1
socioeconomic,1
disparities,3
access,6
consider,1
impact,10
outcome,13
costeffectiveness,1
service,7
delivery,7
context,2
simulationbased,2
optimisation,5
work,7
related,7
role,4
metaheuristics,4
matheuristics,1
combination,6
exact,1
simheuristics,1
hybridisation,1
simulation,8
biasedrandomised,1
heuristics,1
agile’,1
via,1
parallel,1
computing,7
learnheuristics,1
statisticalmachine,1
deal,1
nphard,1
largescale,1
problems,1
transport,1
manufacturing,1
production,2
smart,4
cities,1
telecommunication,1
finance,1
sustainable,1
energy,1
military,1
defence,1
emarketing,1
bioinformatics,1
manuscript,1
main,1
concept,8
updated,1
references,1
illustrate,2
applications,12
hybrid,1
optimisation–simulation–learning,1
solving,1
rich,1
reallife,2
dynamic,2
uncertainty,1
scenario,6
numerical,1
included,1
benefits,2
offer,4
concludes,1
highlighting,2
open,1
lines,1
methodology,4
extend,1
modern,1
endoscopy,1
relies,2
highresolution,1
imaging,3
sensors,2
displays,1
connecting,1
configurable,1
illumination,1
actuation,1
robotic,1
articulation,1
enabling,2
effective,5
diagnostic,1
therapeutic,10
digitization,1
procedural,1
toolset,1
enable,3
video,3
capture,4
internal,1
human,2
anatomy,2
unprecedented,1
interventional,1
encapsulate,1
functional,1
structural,4
information,6
patient’s,1
event,12
activity,1
action,1
logs,2
surgical,1
detailed,1
difficulttointerpret,1
endoscopic,2
procedures,4
linked,1
preoperative,1
postoperative,1
advances,2
especially,2
supervised,10
deep,6
assisting,1
leading,2
